Date,Machine,Shift,Units_Produced,Defects,Downtime_Min,Yield
2025-08-05 21:00:00,M01,Night,141,4,40,97.16312056737588
2025-08-05 22:00:00,M02,Night,72,1,44,98.61111111111111
2025-08-05 23:00:00,M03,Night,143,1,25,99.3006993006993
2025-08-06 00:00:00,M03,Day,94,8,36,91.48936170212765
2025-08-06 01:00:00,M02,Day,111,4,21,96.3963963963964
2025-08-06 02:00:00,M04,Night,64,4,50,93.75
2025-08-06 03:00:00,M02,Day,95,6,9,93.6842105263158
2025-08-06 04:00:00,M02,Night,113,5,6,95.57522123893806
2025-08-06 05:00:00,M01,Day,124,1,8,99.19354838709677
2025-08-06 06:00:00,M01,Day,101,0,24,100.0
2025-08-06 07:00:00,M04,Night,137,4,45,97.08029197080292
2025-08-06 08:00:00,M03,Day,106,3,14,97.16981132075472
2025-08-06 09:00:00,M02,Day,132,2,12,98.48484848484848
2025-08-06 10:00:00,M04,Night,115,1,41,99.1304347826087
2025-08-06 11:00:00,M01,Night,199,9,45,95.47738693467338
2025-08-06 12:00:00,M02,Day,69,1,25,98.55072463768117
2025-08-06 13:00:00,M03,Night,82,3,20,96.34146341463415
2025-08-06 14:00:00,M01,Day,121,1,22,99.17355371900827
2025-08-06 15:00:00,M01,Night,74,3,43,95.94594594594594
2025-08-06 16:00:00,M01,Day,95,2,27,97.89473684210527
2025-08-06 17:00:00,M04,Day,122,8,50,93.44262295081968
2025-08-06 18:00:00,M03,Night,147,6,37,95.91836734693877
2025-08-06 19:00:00,M02,Day,106,2,11,98.11320754716981
2025-08-06 20:00:00,M04,Day,136,7,23,94.85294117647058
2025-08-06 21:00:00,M04,Night,182,8,12,95.6043956043956
2025-08-06 22:00:00,M04,Night,104,6,39,94.23076923076923
2025-08-06 23:00:00,M01,Day,110,5,47,95.45454545454545
2025-08-07 00:00:00,M03,Night,138,3,1,97.82608695652173
2025-08-07 01:00:00,M04,Night,57,4,53,92.98245614035088
2025-08-07 02:00:00,M02,Day,65,7,38,89.23076923076924
2025-08-07 03:00:00,M03,Day,165,2,11,98.7878787878788
2025-08-07 04:00:00,M02,Night,110,1,38,99.0909090909091
2025-08-07 05:00:00,M03,Night,64,2,50,96.875
2025-08-07 06:00:00,M02,Night,199,6,13,96.98492462311557
2025-08-07 07:00:00,M01,Day,180,7,29,96.11111111111111
2025-08-07 08:00:00,M04,Day,151,0,40,100.0
2025-08-07 09:00:00,M02,Day,103,6,49,94.1747572815534
2025-08-07 10:00:00,M03,Day,63,8,42,87.3015873015873
2025-08-07 11:00:00,M04,Day,85,2,47,97.6470588235294
2025-08-07 12:00:00,M04,Day,154,2,18,98.7012987012987
2025-08-07 13:00:00,M03,Day,131,7,30,94.65648854961832
2025-08-07 14:00:00,M02,Night,116,3,42,97.41379310344827
2025-08-07 15:00:00,M01,Night,59,7,49,88.13559322033898
2025-08-07 16:00:00,M01,Day,98,4,42,95.91836734693877
2025-08-07 17:00:00,M02,Day,160,2,24,98.75
2025-08-07 18:00:00,M04,Day,114,3,3,97.36842105263158
2025-08-07 19:00:00,M04,Night,106,3,49,97.16981132075472
2025-08-07 20:00:00,M04,Day,76,7,50,90.78947368421053
2025-08-07 21:00:00,M04,Night,162,5,12,96.91358024691358
2025-08-07 22:00:00,M02,Night,182,6,35,96.7032967032967
2025-08-07 23:00:00,M04,Night,120,8,41,93.33333333333333
2025-08-08 00:00:00,M03,Night,132,5,53,96.21212121212122
2025-08-08 01:00:00,M04,Night,106,2,36,98.11320754716981
2025-08-08 02:00:00,M01,Day,169,2,2,98.81656804733728
2025-08-08 03:00:00,M04,Day,142,2,15,98.59154929577466
2025-08-08 04:00:00,M02,Night,64,9,25,85.9375
2025-08-08 05:00:00,M01,Day,160,1,39,99.375
2025-08-08 06:00:00,M02,Night,150,0,55,100.0
2025-08-08 07:00:00,M02,Night,168,9,38,94.64285714285714
2025-08-08 08:00:00,M01,Day,125,0,18,100.0
2025-08-08 09:00:00,M02,Day,69,3,45,95.65217391304348
2025-08-08 10:00:00,M02,Day,180,2,14,98.88888888888889
2025-08-08 11:00:00,M04,Day,122,4,31,96.72131147540983
2025-08-08 12:00:00,M03,Day,171,8,48,95.32163742690058
2025-08-08 13:00:00,M02,Night,90,7,20,92.22222222222223
2025-08-08 14:00:00,M02,Day,179,8,0,95.53072625698324
2025-08-08 15:00:00,M02,Day,72,4,5,94.44444444444444
2025-08-08 16:00:00,M04,Day,72,7,26,90.27777777777779
2025-08-08 17:00:00,M03,Night,193,3,22,98.44559585492227
2025-08-08 18:00:00,M01,Day,58,4,46,93.10344827586206
2025-08-08 19:00:00,M04,Night,62,2,30,96.7741935483871
2025-08-08 20:00:00,M04,Day,100,4,11,96.0
2025-08-08 21:00:00,M03,Day,113,2,20,98.23008849557522
2025-08-08 22:00:00,M03,Night,101,4,51,96.03960396039604
2025-08-08 23:00:00,M04,Day,87,4,1,95.40229885057471
2025-08-09 00:00:00,M01,Day,149,5,4,96.64429530201343
2025-08-09 01:00:00,M04,Night,195,8,8,95.8974358974359
2025-08-09 02:00:00,M03,Day,100,0,19,100.0
2025-08-09 03:00:00,M01,Night,186,9,45,95.16129032258065
2025-08-09 04:00:00,M03,Night,190,5,17,97.36842105263158
2025-08-09 05:00:00,M01,Night,104,0,21,100.0
2025-08-09 06:00:00,M02,Night,158,5,7,96.83544303797468
2025-08-09 07:00:00,M03,Night,93,1,33,98.9247311827957
2025-08-09 08:00:00,M03,Day,159,7,8,95.59748427672956
2025-08-09 09:00:00,M04,Day,177,2,6,98.87005649717514
2025-08-09 10:00:00,M03,Day,154,9,29,94.15584415584416
2025-08-09 11:00:00,M03,Night,59,5,17,91.52542372881356
2025-08-09 12:00:00,M02,Night,149,5,26,96.64429530201343
2025-08-09 13:00:00,M03,Night,197,3,15,98.47715736040608
2025-08-09 14:00:00,M02,Night,158,4,20,97.46835443037975
2025-08-09 15:00:00,M02,Day,157,1,4,99.36305732484077
2025-08-09 16:00:00,M02,Day,189,9,54,95.23809523809523
2025-08-09 17:00:00,M02,Night,195,9,28,95.38461538461539
2025-08-09 18:00:00,M01,Night,143,7,46,95.1048951048951
2025-08-09 19:00:00,M04,Day,112,9,36,91.96428571428571
2025-08-09 20:00:00,M01,Night,133,6,42,95.48872180451127
2025-08-09 21:00:00,M03,Night,74,9,21,87.83783783783784
2025-08-09 22:00:00,M01,Night,61,5,13,91.80327868852459
2025-08-09 23:00:00,M01,Day,198,6,56,96.96969696969697
2025-08-10 00:00:00,M03,Day,74,0,18,100.0
2025-08-10 01:00:00,M03,Night,60,4,34,93.33333333333333
2025-08-10 02:00:00,M03,Day,113,6,23,94.69026548672566
2025-08-10 03:00:00,M01,Night,175,0,41,100.0
2025-08-10 04:00:00,M01,Night,99,1,59,98.98989898989899
2025-08-10 05:00:00,M03,Day,138,8,5,94.20289855072464
2025-08-10 06:00:00,M04,Night,148,2,59,98.64864864864865
2025-08-10 07:00:00,M04,Night,165,5,57,96.96969696969697
2025-08-10 08:00:00,M02,Day,145,6,2,95.86206896551724
2025-08-10 09:00:00,M03,Night,63,8,33,87.3015873015873
2025-08-10 10:00:00,M02,Night,50,4,44,92.0
2025-08-10 11:00:00,M04,Night,74,3,49,95.94594594594594
2025-08-10 12:00:00,M02,Day,121,1,1,99.17355371900827
2025-08-10 13:00:00,M03,Night,118,2,14,98.30508474576271
2025-08-10 14:00:00,M03,Day,182,4,36,97.8021978021978
2025-08-10 15:00:00,M03,Night,154,1,14,99.35064935064936
2025-08-10 16:00:00,M01,Night,196,3,59,98.46938775510205
2025-08-10 17:00:00,M02,Night,72,0,31,100.0
2025-08-10 18:00:00,M04,Night,58,3,20,94.82758620689656
2025-08-10 19:00:00,M04,Day,167,6,16,96.40718562874252
2025-08-10 20:00:00,M04,Day,143,2,33,98.6013986013986
2025-08-10 21:00:00,M01,Night,193,9,31,95.33678756476684
2025-08-10 22:00:00,M01,Night,82,7,49,91.46341463414635
2025-08-10 23:00:00,M03,Night,179,5,46,97.20670391061452
2025-08-11 00:00:00,M04,Night,63,5,51,92.06349206349206
2025-08-11 01:00:00,M01,Night,50,0,22,100.0
2025-08-11 02:00:00,M03,Night,139,4,34,97.12230215827337
2025-08-11 03:00:00,M04,Night,138,2,36,98.55072463768117
2025-08-11 04:00:00,M02,Night,193,9,42,95.33678756476684
2025-08-11 05:00:00,M03,Day,139,0,40,100.0
2025-08-11 06:00:00,M01,Day,63,7,36,88.88888888888889
2025-08-11 07:00:00,M01,Day,160,6,56,96.25
2025-08-11 08:00:00,M03,Night,192,6,32,96.875
2025-08-11 09:00:00,M03,Night,132,9,24,93.18181818181817
2025-08-11 10:00:00,M01,Night,121,9,45,92.56198347107438
2025-08-11 11:00:00,M02,Day,179,9,36,94.97206703910615
2025-08-11 12:00:00,M04,Night,76,3,39,96.05263157894737
2025-08-11 13:00:00,M02,Day,123,5,20,95.9349593495935
2025-08-11 14:00:00,M03,Night,148,8,45,94.5945945945946
2025-08-11 15:00:00,M02,Day,121,2,59,98.34710743801654
2025-08-11 16:00:00,M01,Day,72,8,47,88.88888888888889
2025-08-11 17:00:00,M03,Day,117,3,37,97.43589743589743
2025-08-11 18:00:00,M04,Night,191,4,39,97.90575916230367
2025-08-11 19:00:00,M01,Day,166,6,33,96.3855421686747
2025-08-11 20:00:00,M01,Night,155,5,18,96.7741935483871
2025-08-11 21:00:00,M04,Night,142,9,26,93.66197183098592
2025-08-11 22:00:00,M04,Night,114,7,8,93.85964912280701
2025-08-11 23:00:00,M02,Night,117,7,4,94.01709401709401
2025-08-12 00:00:00,M03,Night,177,7,4,96.045197740113
2025-08-12 01:00:00,M04,Day,112,2,24,98.21428571428571
2025-08-12 02:00:00,M04,Night,162,9,25,94.44444444444444
2025-08-12 03:00:00,M03,Night,139,5,18,96.40287769784173
2025-08-12 04:00:00,M04,Night,130,6,29,95.38461538461539
2025-08-12 05:00:00,M04,Night,152,8,35,94.73684210526315
2025-08-12 06:00:00,M02,Night,165,9,47,94.54545454545455
2025-08-12 07:00:00,M01,Day,62,9,47,85.48387096774194
2025-08-12 08:00:00,M01,Day,173,3,15,98.26589595375722
2025-08-12 09:00:00,M01,Night,196,4,6,97.95918367346938
2025-08-12 10:00:00,M01,Day,137,7,17,94.8905109489051
2025-08-12 11:00:00,M04,Day,60,0,55,100.0
2025-08-12 12:00:00,M03,Night,64,5,20,92.1875
2025-08-12 13:00:00,M03,Day,59,3,30,94.91525423728814
2025-08-12 14:00:00,M02,Night,90,4,0,95.55555555555556
2025-08-12 15:00:00,M02,Day,122,4,2,96.72131147540983
2025-08-12 16:00:00,M04,Day,101,1,30,99.00990099009901
2025-08-12 17:00:00,M03,Day,177,7,24,96.045197740113
2025-08-12 18:00:00,M03,Night,77,1,52,98.7012987012987
2025-08-12 19:00:00,M01,Day,114,3,7,97.36842105263158
2025-08-12 20:00:00,M04,Day,66,4,0,93.93939393939394
2025-08-12 21:00:00,M04,Night,144,0,6,100.0
2025-08-12 22:00:00,M01,Night,187,5,6,97.32620320855615
2025-08-12 23:00:00,M04,Day,112,1,7,99.10714285714286
2025-08-13 00:00:00,M04,Night,87,4,18,95.40229885057471
2025-08-13 01:00:00,M02,Day,119,5,16,95.7983193277311
2025-08-13 02:00:00,M03,Day,153,7,10,95.42483660130719
2025-08-13 03:00:00,M04,Night,102,8,46,92.15686274509804
2025-08-13 04:00:00,M02,Night,168,5,40,97.02380952380952
2025-08-13 05:00:00,M03,Night,123,4,48,96.7479674796748
2025-08-13 06:00:00,M01,Day,103,3,10,97.0873786407767
2025-08-13 07:00:00,M02,Night,69,1,37,98.55072463768117
2025-08-13 08:00:00,M02,Day,128,1,40,99.21875
2025-08-13 09:00:00,M03,Night,80,6,49,92.5
2025-08-13 10:00:00,M01,Day,184,4,51,97.82608695652173
2025-08-13 11:00:00,M02,Night,107,6,1,94.39252336448598
2025-08-13 12:00:00,M04,Day,154,0,3,100.0
2025-08-13 13:00:00,M04,Night,59,0,49,100.0
2025-08-13 14:00:00,M04,Day,59,4,27,93.22033898305084
2025-08-13 15:00:00,M01,Night,88,1,32,98.86363636363636
2025-08-13 16:00:00,M02,Night,86,7,10,91.86046511627907
2025-08-13 17:00:00,M04,Day,168,2,2,98.80952380952381
2025-08-13 18:00:00,M01,Night,116,0,39,100.0
2025-08-13 19:00:00,M04,Day,92,1,4,98.91304347826086
2025-08-13 20:00:00,M03,Day,101,9,51,91.0891089108911
2025-08-13 21:00:00,M02,Night,150,9,20,94.0
2025-08-13 22:00:00,M02,Day,105,6,21,94.28571428571428
2025-08-13 23:00:00,M01,Night,125,5,53,96.0
2025-08-14 00:00:00,M01,Night,117,7,36,94.01709401709401
2025-08-14 01:00:00,M02,Day,186,6,59,96.7741935483871
2025-08-14 02:00:00,M04,Night,155,9,10,94.19354838709677
2025-08-14 03:00:00,M04,Day,174,7,43,95.97701149425288
2025-08-14 04:00:00,M03,Day,141,2,21,98.58156028368793
2025-08-14 05:00:00,M04,Night,72,5,40,93.05555555555556
2025-08-14 06:00:00,M01,Night,158,6,52,96.20253164556962
2025-08-14 07:00:00,M01,Day,110,9,12,91.81818181818183
2025-08-14 08:00:00,M04,Day,93,0,53,100.0
2025-08-14 09:00:00,M01,Night,65,0,51,100.0
2025-08-14 10:00:00,M02,Night,71,6,2,91.54929577464789
2025-08-14 11:00:00,M02,Night,106,2,12,98.11320754716981
2025-08-14 12:00:00,M04,Night,111,2,27,98.1981981981982
2025-08-14 13:00:00,M02,Day,156,4,53,97.43589743589743
2025-08-14 14:00:00,M02,Night,120,5,10,95.83333333333334
2025-08-14 15:00:00,M03,Day,139,1,10,99.28057553956835
2025-08-14 16:00:00,M03,Day,121,2,20,98.34710743801654
2025-08-14 17:00:00,M02,Night,119,5,51,95.7983193277311
2025-08-14 18:00:00,M04,Day,79,2,20,97.46835443037975
2025-08-14 19:00:00,M03,Night,152,4,6,97.36842105263158
2025-08-14 20:00:00,M01,Day,81,8,16,90.12345679012346
2025-08-14 21:00:00,M01,Night,135,2,47,98.51851851851852
2025-08-14 22:00:00,M01,Day,106,5,13,95.28301886792453
2025-08-14 23:00:00,M04,Day,158,4,32,97.46835443037975
2025-08-15 00:00:00,M02,Night,58,4,10,93.10344827586206
2025-08-15 01:00:00,M01,Night,80,5,12,93.75
2025-08-15 02:00:00,M04,Day,120,5,0,95.83333333333334
2025-08-15 03:00:00,M03,Day,186,0,33,100.0
2025-08-15 04:00:00,M02,Night,62,8,8,87.09677419354838
2025-08-15 05:00:00,M03,Day,180,4,12,97.77777777777777
2025-08-15 06:00:00,M04,Night,84,0,36,100.0
2025-08-15 07:00:00,M01,Day,70,7,29,90.0
2025-08-15 08:00:00,M01,Night,113,6,40,94.69026548672566
2025-08-15 09:00:00,M04,Day,144,6,44,95.83333333333334
2025-08-15 10:00:00,M01,Night,83,4,36,95.18072289156626
2025-08-15 11:00:00,M02,Night,170,0,46,100.0
2025-08-15 12:00:00,M04,Day,64,8,6,87.5
2025-08-15 13:00:00,M03,Night,169,8,13,95.26627218934911
2025-08-15 14:00:00,M04,Day,145,7,47,95.17241379310344
2025-08-15 15:00:00,M02,Night,55,4,5,92.72727272727272
2025-08-15 16:00:00,M02,Night,158,2,33,98.73417721518987
2025-08-15 17:00:00,M04,Night,146,7,15,95.2054794520548
2025-08-15 18:00:00,M04,Day,81,0,50,100.0
2025-08-15 19:00:00,M01,Night,132,2,36,98.48484848484848
2025-08-15 20:00:00,M02,Day,167,6,35,96.40718562874252
2025-08-15 21:00:00,M04,Night,128,3,45,97.65625
2025-08-15 22:00:00,M04,Day,127,6,58,95.2755905511811
2025-08-15 23:00:00,M02,Day,196,4,5,97.95918367346938
2025-08-16 00:00:00,M04,Day,156,5,7,96.7948717948718
2025-08-16 01:00:00,M01,Night,175,6,23,96.57142857142857
2025-08-16 02:00:00,M02,Day,64,9,2,85.9375
2025-08-16 03:00:00,M01,Night,183,6,3,96.72131147540983
2025-08-16 04:00:00,M01,Day,122,6,31,95.08196721311475
2025-08-16 05:00:00,M01,Day,150,6,0,96.0
2025-08-16 06:00:00,M01,Day,147,6,33,95.91836734693877
2025-08-16 07:00:00,M02,Day,75,2,44,97.33333333333334
2025-08-16 08:00:00,M01,Night,141,2,8,98.58156028368793
2025-08-16 09:00:00,M01,Day,174,6,11,96.55172413793103
2025-08-16 10:00:00,M04,Day,122,1,9,99.18032786885246
2025-08-16 11:00:00,M02,Night,172,1,9,99.4186046511628
2025-08-16 12:00:00,M02,Day,102,2,49,98.0392156862745
2025-08-16 13:00:00,M03,Day,127,3,43,97.63779527559055
2025-08-16 14:00:00,M02,Day,141,5,53,96.45390070921985
2025-08-16 15:00:00,M02,Day,137,7,47,94.8905109489051
2025-08-16 16:00:00,M03,Night,62,9,22,85.48387096774194
2025-08-16 17:00:00,M02,Night,92,9,5,90.21739130434783
2025-08-16 18:00:00,M02,Day,125,6,23,95.19999999999999
2025-08-16 19:00:00,M02,Night,100,3,56,97.0
2025-08-16 20:00:00,M02,Night,68,1,23,98.52941176470588
2025-08-16 21:00:00,M03,Day,198,1,20,99.4949494949495
2025-08-16 22:00:00,M02,Night,171,3,55,98.24561403508771
2025-08-16 23:00:00,M02,Day,73,5,41,93.15068493150685
2025-08-17 00:00:00,M03,Night,75,2,30,97.33333333333334
2025-08-17 01:00:00,M04,Night,169,5,46,97.0414201183432
2025-08-17 02:00:00,M01,Night,131,4,57,96.94656488549617
2025-08-17 03:00:00,M04,Day,149,4,40,97.31543624161074
2025-08-17 04:00:00,M03,Night,66,1,29,98.48484848484848
2025-08-17 05:00:00,M01,Day,117,7,55,94.01709401709401
2025-08-17 06:00:00,M03,Day,93,4,33,95.6989247311828
2025-08-17 07:00:00,M03,Night,110,1,17,99.0909090909091
2025-08-17 08:00:00,M02,Day,172,6,11,96.51162790697676
2025-08-17 09:00:00,M01,Night,142,8,34,94.36619718309859
2025-08-17 10:00:00,M02,Day,123,8,6,93.4959349593496
2025-08-17 11:00:00,M01,Day,116,0,40,100.0
2025-08-17 12:00:00,M03,Night,160,6,39,96.25
2025-08-17 13:00:00,M03,Night,51,8,24,84.31372549019608
2025-08-17 14:00:00,M04,Night,138,5,5,96.37681159420289
2025-08-17 15:00:00,M01,Night,75,0,0,100.0
2025-08-17 16:00:00,M02,Day,148,1,45,99.32432432432432
2025-08-17 17:00:00,M04,Day,76,3,15,96.05263157894737
2025-08-17 18:00:00,M04,Day,138,3,59,97.82608695652173
2025-08-17 19:00:00,M04,Night,195,1,47,99.48717948717949
2025-08-17 20:00:00,M02,Day,50,7,3,86.0
2025-08-17 21:00:00,M04,Night,152,1,28,99.3421052631579
2025-08-17 22:00:00,M02,Day,180,2,37,98.88888888888889
2025-08-17 23:00:00,M04,Night,90,3,46,96.66666666666667
2025-08-18 00:00:00,M02,Day,100,8,27,92.0
2025-08-18 01:00:00,M03,Day,64,9,21,85.9375
2025-08-18 02:00:00,M03,Night,57,0,7,100.0
2025-08-18 03:00:00,M03,Day,87,7,31,91.95402298850574
2025-08-18 04:00:00,M03,Night,163,4,32,97.54601226993866
2025-08-18 05:00:00,M03,Day,132,6,12,95.45454545454545
2025-08-18 06:00:00,M04,Day,105,7,26,93.33333333333333
2025-08-18 07:00:00,M04,Night,152,4,17,97.36842105263158
2025-08-18 08:00:00,M04,Night,187,7,17,96.2566844919786
2025-08-18 09:00:00,M02,Day,151,9,12,94.03973509933775
2025-08-18 10:00:00,M02,Day,127,7,21,94.48818897637796
2025-08-18 11:00:00,M02,Day,132,8,13,93.93939393939394
2025-08-18 12:00:00,M02,Day,79,1,10,98.73417721518987
2025-08-18 13:00:00,M03,Day,54,2,38,96.29629629629629
2025-08-18 14:00:00,M03,Day,168,0,49,100.0
2025-08-18 15:00:00,M03,Night,80,3,52,96.25
2025-08-18 16:00:00,M01,Night,72,4,21,94.44444444444444
2025-08-18 17:00:00,M04,Night,97,0,35,100.0
2025-08-18 18:00:00,M02,Day,158,7,16,95.56962025316456
2025-08-18 19:00:00,M02,Day,89,1,50,98.87640449438202
2025-08-18 20:00:00,M03,Day,55,0,31,100.0
2025-08-18 21:00:00,M02,Night,87,1,13,98.85057471264368
2025-08-18 22:00:00,M02,Night,149,4,41,97.31543624161074
2025-08-18 23:00:00,M04,Day,76,8,56,89.47368421052632
2025-08-19 00:00:00,M03,Day,118,8,28,93.22033898305084
2025-08-19 01:00:00,M04,Night,106,1,5,99.05660377358491
2025-08-19 02:00:00,M01,Night,66,1,49,98.48484848484848
2025-08-19 03:00:00,M01,Night,120,2,56,98.33333333333333
2025-08-19 04:00:00,M01,Day,96,6,3,93.75
2025-08-19 05:00:00,M03,Day,128,2,10,98.4375
2025-08-19 06:00:00,M02,Day,159,0,44,100.0
2025-08-19 07:00:00,M03,Night,62,5,39,91.93548387096774
2025-08-19 08:00:00,M03,Night,188,2,9,98.93617021276596
2025-08-19 09:00:00,M02,Day,173,0,54,100.0
2025-08-19 10:00:00,M04,Day,158,3,27,98.10126582278481
2025-08-19 11:00:00,M01,Night,139,0,10,100.0
2025-08-19 12:00:00,M04,Day,135,0,34,100.0
2025-08-19 13:00:00,M01,Night,141,1,14,99.29078014184397
2025-08-19 14:00:00,M03,Night,73,9,7,87.67123287671232
2025-08-19 15:00:00,M01,Day,122,7,19,94.26229508196722
2025-08-19 16:00:00,M03,Night,53,1,49,98.11320754716981
2025-08-19 17:00:00,M04,Day,162,1,58,99.38271604938271
2025-08-19 18:00:00,M03,Night,95,9,20,90.52631578947368
2025-08-19 19:00:00,M04,Night,67,9,0,86.56716417910447
2025-08-19 20:00:00,M02,Day,92,7,28,92.3913043478261
2025-08-19 21:00:00,M02,Night,142,5,23,96.47887323943662
2025-08-19 22:00:00,M02,Day,152,3,29,98.02631578947368
2025-08-19 23:00:00,M03,Day,173,2,39,98.84393063583815
2025-08-20 00:00:00,M02,Night,59,0,34,100.0
2025-08-20 01:00:00,M01,Day,122,2,32,98.36065573770492
2025-08-20 02:00:00,M04,Day,80,8,19,90.0
2025-08-20 03:00:00,M04,Day,109,4,56,96.3302752293578
2025-08-20 04:00:00,M01,Day,180,5,15,97.22222222222221
2025-08-20 05:00:00,M03,Day,167,4,8,97.60479041916167
2025-08-20 06:00:00,M03,Day,63,0,30,100.0
2025-08-20 07:00:00,M04,Night,192,9,16,95.3125
2025-08-20 08:00:00,M02,Day,51,0,58,100.0
2025-08-20 09:00:00,M03,Night,73,3,30,95.8904109589041
2025-08-20 10:00:00,M03,Night,113,2,47,98.23008849557522
2025-08-20 11:00:00,M01,Day,149,7,22,95.30201342281879
2025-08-20 12:00:00,M01,Night,163,6,5,96.31901840490798
2025-08-20 13:00:00,M02,Night,73,6,29,91.78082191780823
2025-08-20 14:00:00,M03,Day,140,7,54,95.0
2025-08-20 15:00:00,M03,Day,75,9,6,88.0
2025-08-20 16:00:00,M01,Day,114,6,55,94.73684210526315
2025-08-20 17:00:00,M03,Night,169,9,47,94.67455621301775
2025-08-20 18:00:00,M04,Night,53,1,39,98.11320754716981
2025-08-20 19:00:00,M01,Day,50,3,41,94.0
2025-08-20 20:00:00,M02,Day,99,5,45,94.94949494949495
2025-08-20 21:00:00,M01,Night,159,2,10,98.74213836477988
2025-08-20 22:00:00,M03,Night,188,2,33,98.93617021276596
2025-08-20 23:00:00,M02,Night,123,5,11,95.9349593495935
2025-08-21 00:00:00,M01,Night,111,0,59,100.0
2025-08-21 01:00:00,M04,Day,130,0,59,100.0
2025-08-21 02:00:00,M04,Night,105,4,51,96.19047619047619
2025-08-21 03:00:00,M01,Night,160,0,51,100.0
2025-08-21 04:00:00,M04,Night,70,9,44,87.14285714285714
2025-08-21 05:00:00,M04,Night,190,7,46,96.3157894736842
2025-08-21 06:00:00,M04,Day,58,1,26,98.27586206896551
2025-08-21 07:00:00,M02,Day,188,5,57,97.3404255319149
2025-08-21 08:00:00,M04,Night,119,9,11,92.43697478991596
2025-08-21 09:00:00,M04,Night,178,9,12,94.9438202247191
2025-08-21 10:00:00,M04,Day,167,4,7,97.60479041916167
2025-08-21 11:00:00,M02,Day,105,9,15,91.42857142857143
2025-08-21 12:00:00,M01,Night,80,3,28,96.25
2025-08-21 13:00:00,M03,Night,86,0,34,100.0
2025-08-21 14:00:00,M04,Day,140,2,59,98.57142857142858
2025-08-21 15:00:00,M01,Day,163,3,28,98.15950920245399
2025-08-21 16:00:00,M04,Day,177,1,30,99.43502824858757
2025-08-21 17:00:00,M02,Day,171,1,12,99.41520467836257
2025-08-21 18:00:00,M01,Day,118,1,11,99.15254237288136
2025-08-21 19:00:00,M02,Day,85,0,50,100.0
2025-08-21 20:00:00,M04,Night,81,9,1,88.88888888888889
2025-08-21 21:00:00,M04,Day,113,1,32,99.11504424778761
2025-08-21 22:00:00,M02,Day,97,5,7,94.84536082474226
2025-08-21 23:00:00,M03,Day,130,2,40,98.46153846153847
2025-08-22 00:00:00,M02,Day,198,9,56,95.45454545454545
2025-08-22 01:00:00,M04,Night,109,4,58,96.3302752293578
2025-08-22 02:00:00,M02,Night,190,0,39,100.0
2025-08-22 03:00:00,M03,Day,50,7,52,86.0
2025-08-22 04:00:00,M02,Night,114,3,48,97.36842105263158
2025-08-22 05:00:00,M03,Night,82,8,40,90.2439024390244
2025-08-22 06:00:00,M03,Night,87,3,31,96.55172413793103
2025-08-22 07:00:00,M02,Night,74,1,37,98.64864864864865
2025-08-22 08:00:00,M02,Night,108,2,27,98.14814814814815
2025-08-22 09:00:00,M01,Night,150,4,14,97.33333333333334
2025-08-22 10:00:00,M04,Day,176,9,22,94.88636363636364
2025-08-22 11:00:00,M03,Day,90,5,23,94.44444444444444
2025-08-22 12:00:00,M01,Day,106,6,12,94.33962264150944
2025-08-22 13:00:00,M02,Day,97,3,20,96.90721649484536
2025-08-22 14:00:00,M04,Day,121,6,53,95.0413223140496
2025-08-22 15:00:00,M01,Night,105,9,11,91.42857142857143
2025-08-22 16:00:00,M03,Day,114,2,12,98.24561403508771
2025-08-22 17:00:00,M01,Day,61,6,38,90.1639344262295
2025-08-22 18:00:00,M03,Night,118,3,22,97.45762711864407
2025-08-22 19:00:00,M02,Night,183,7,49,96.17486338797814
2025-08-22 20:00:00,M04,Day,138,8,45,94.20289855072464
2025-08-22 21:00:00,M04,Night,74,6,42,91.8918918918919
2025-08-22 22:00:00,M04,Night,50,7,27,86.0
2025-08-22 23:00:00,M02,Night,180,7,13,96.11111111111111
2025-08-23 00:00:00,M03,Night,98,1,16,98.9795918367347
2025-08-23 01:00:00,M02,Day,196,8,23,95.91836734693877
2025-08-23 02:00:00,M04,Night,109,5,52,95.41284403669725
2025-08-23 03:00:00,M02,Day,51,3,57,94.11764705882352
2025-08-23 04:00:00,M02,Day,122,4,33,96.72131147540983
2025-08-23 05:00:00,M02,Night,194,9,50,95.36082474226805
2025-08-23 06:00:00,M03,Night,159,4,47,97.48427672955975
2025-08-23 07:00:00,M01,Night,110,6,21,94.54545454545455
2025-08-23 08:00:00,M01,Day,66,8,9,87.87878787878788
2025-08-23 09:00:00,M02,Night,98,6,53,93.87755102040816
2025-08-23 10:00:00,M01,Night,125,8,7,93.60000000000001
2025-08-23 11:00:00,M01,Night,197,3,20,98.47715736040608
2025-08-23 12:00:00,M02,Night,180,9,36,95.0
2025-08-23 13:00:00,M02,Night,92,9,6,90.21739130434783
2025-08-23 14:00:00,M04,Day,106,3,25,97.16981132075472
2025-08-23 15:00:00,M01,Night,99,5,12,94.94949494949495
2025-08-23 16:00:00,M03,Night,86,7,15,91.86046511627907
2025-08-23 17:00:00,M02,Night,95,8,29,91.57894736842105
2025-08-23 18:00:00,M04,Day,64,0,30,100.0
2025-08-23 19:00:00,M03,Night,129,0,4,100.0
2025-08-23 20:00:00,M01,Day,188,7,31,96.27659574468085
